#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
279021	4783	1810	110855	108144	-	-	NFIL3	DR1	E4BP4|IL3BP1|NF-IL3A|NFIL3A	NC2|NC2-BETA	Reconstituted Complex	physical	Cowell IG (1996)	PUBMED:8836190	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	Q01658	Q658N3	NP_001929	-	-	-	-	-	-	Homo sapiens	Homo sapiens
844578	57332	4783	121487	110855	-	-	CBX8	NFIL3	PC3|RC1	E4BP4|IL3BP1|NF-IL3A|NFIL3A	Affinity Capture-MS	physical	Vandamme J (2011)	PUBMED:21282530	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9HC52	-	NP_065700	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	-	-	-	-	-	-	Homo sapiens	Homo sapiens
879009	4097	4783	110272	110855	-	-	MAFG	NFIL3	hMAF	E4BP4|IL3BP1|NF-IL3A|NFIL3A	FRET	physical	Reinke AW (2013)	PUBMED:23661758	9606	9606	High Throughput	-	-	-	-	BIOGRID	O15525	A0A024R8X1	NP_116100|NP_002350	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	-	-	-	-	-	-	Homo sapiens	Homo sapiens
879021	23764	4783	117264	110855	CTA-447C4.1	-	MAFF	NFIL3	U-MAF|hMafF	E4BP4|IL3BP1|NF-IL3A|NFIL3A	FRET	physical	Reinke AW (2013)	PUBMED:23661758	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9ULX9	-	NP_001155046|NP_001155045|NP_001155044|NP_036455	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	-	-	-	-	-	-	Homo sapiens	Homo sapiens
879128	4783	23764	110855	117264	-	CTA-447C4.1	NFIL3	MAFF	E4BP4|IL3BP1|NF-IL3A|NFIL3A	U-MAF|hMafF	FRET	physical	Reinke AW (2013)	PUBMED:23661758	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	Q9ULX9	-	NP_001155046|NP_001155045|NP_001155044|NP_036455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
879129	4783	10538	110855	115792	-	-	NFIL3	BATF	E4BP4|IL3BP1|NF-IL3A|NFIL3A	B-ATF|BATF1|SFA-2|SFA2	FRET	physical	Reinke AW (2013)	PUBMED:23661758	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	Q16520	-	NP_006390	-	-	-	-	-	-	Homo sapiens	Homo sapiens
879130	4783	4783	110855	110855	-	-	NFIL3	NFIL3	E4BP4|IL3BP1|NF-IL3A|NFIL3A	E4BP4|IL3BP1|NF-IL3A|NFIL3A	FRET	physical	Reinke AW (2013)	PUBMED:23661758	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	-	-	-	-	-	-	Homo sapiens	Homo sapiens
879207	1649	4783	108016	110855	-	-	DDIT3	NFIL3	CEBPZ|CHOP|CHOP-10|CHOP10|GADD153	E4BP4|IL3BP1|NF-IL3A|NFIL3A	FRET	physical	Reinke AW (2013)	PUBMED:23661758	9606	9606	High Throughput	-	-	-	-	BIOGRID	P35638	Q53YD1	NP_001181986|NP_001181985|NP_001181984|NP_001181983|NP_001181982|NP_004074	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1040631	4783	7186	110855	113038	-	-	NFIL3	TRAF2	E4BP4|IL3BP1|NF-IL3A|NFIL3A	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	Q12933	A0A024R8H5	NP_066961	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1040632	4783	51421	110855	119530	-	-	NFIL3	AMOTL2	E4BP4|IL3BP1|NF-IL3A|NFIL3A	LCCP	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q16649	A0A024R241	NP_005375|NP_001276928|NP_001276929	Q9Y2J4	-	NP_001265612|NP_001265614|NP_001350872|NP_057285	-	-	-	-	-	-	Homo sapiens	Homo sapiens
